,Premiums,Death,Lapse,Matuirty,Expenses,Commissions,Investment Income,Change in AV,Net Cashflow
38,77237.08780483782,1097.538014569752,9219.669615751034,0.0,3321.2303589986377,3861.8543902418915,-13737.44711297314,43086.03263410088,2913.315678202489
39,76972.59892428896,1093.7796310122712,9452.507534308812,0.0,3312.6028679972273,3848.6299462144484,37665.42499509635,93985.84533866867,2944.6586011838663
40,76709.01575328874,1090.0341175757142,9722.187492166244,0.0,3303.997788449685,3835.450787664437,9183.325144432563,64923.510768284556,3017.1599435806565
41,76446.33519034652,1086.301430187938,9925.32489934429,0.0,3295.4150621382446,3822.3167595173263,-443.94045652312457,54807.217530771624,3065.819051863975
42,76184.55414459234,1082.5815249277214,10137.013921512214,0.0,3286.8546309963695,3809.2277072296174,15136.679097065708,69899.09511122527,3106.4603457668563
43,75923.66953574054,1078.8743580242447,10341.555852796902,0.0,3278.316437108362,3796.1834767870273,-3594.1595209606553,50675.408794402145,3159.1710956612005
44,75663.6782940535,1075.1798858565767,10436.02602189887,0.0,3269.8004227089696,3783.1839147026753,-48690.00881225363,5213.912921162322,3195.56631547046
45,75404.57736030559,1071.4980649531599,10464.47160956914,0.0,3261.306530182996,3770.2288680152797,-41910.56974784427,11731.53261145344,3194.9699282873025
46,75146.36368574704,1067.8288519913012,10572.512498486012,0.0,3252.834702064912,3757.3181842873523,-1338.9292731434136,51956.64872412011,3200.291451653946
47,74889.03423206822,1064.1722037966592,10785.487717971862,0.0,3244.3848810384643,3744.4517116034112,20676.83828826749,73488.59734744625,3238.7786584790592
48,74632.5859713638,1195.3028349350652,5393.7868815640695,0.0,3235.957009936288,3731.6292985681903,-64124.79482709768,-6354.709187376313,3305.8243066388277
49,74504.65673835004,1193.253942043278,5454.538987424747,0.0,3233.0899386111287,3725.232836917502,20961.205076540275,78561.66276732832,3298.08334256534
50,74376.94679143559,1191.2085612004537,5576.5022503062155,0.0,3230.225407523047,3718.8473395717797,9212.622800890122,66513.49746162025,3359.2885721039784
51,74249.45575473768,1189.1666863865182,5713.192460643246,0.0,3227.3634144213843,3712.472787736884,39015.4217958755,96011.5146649913,3411.1675364338444
52,74122.18325301788,1187.1283115917158,5830.894379330484,0.0,3224.503957057474,3706.109162650894,-12638.28136438417,44049.029945821036,3486.2361321821154
53,73995.12891168093,1185.0934308165924,5923.9547174820955,0.0,3221.6470331846426,3699.756445584047,10186.981138600206,66632.28524053702,3519.373182676747
54,73868.29235677367,1183.062038071978,6054.093606355201,0.0,3218.792640558204,3693.4146178386836,31968.612775360758,88116.29339146288,3571.2488378474663
55,73741.673214984,1181.0341273789688,6202.3181226184515,0.0,3215.9407769354657,3687.0836607492,32338.27862466708,88152.95105730975,3640.6240946592297
56,73615.27111363962,1179.0096927689092,6321.27850891583,0.0,3213.0914400757197,3680.7635556819814,-2130.801405155429,53380.84634504747,3709.4801659942896
57,73489.08568070712,1176.9887282833747,6423.529484945731,0.0,3210.2446277402432,3674.4542840353565,12978.45999352931,68232.05325898994,3750.275290241785
58,73363.11654479076,1174.9712279741543,6515.147985176243,0.0,3207.4003376922965,3668.1558272395378,-14197.088719061192,40797.622984752525,3802.7294628948002
59,73237.36333513142,1172.9571859032328,6585.586779150456,0.0,3204.558567697123,3661.868166756571,-11755.980971930012,43023.517949488014,3832.8937142060167
60,73111.82568160554,1321.4029573269013,6680.919853751423,0.0,3201.7193155219466,3655.591284080277,16141.65598904153,70515.10381689621,3878.744443070318
61,72986.20280817967,1319.1324841865403,6790.2777911183875,0.0,3198.869412593989,3649.310140408984,5480.379412206029,59575.687137023546,3933.3052550542634
62,72860.79578364255,1316.8659122394165,6892.018909685488,0.0,3196.0220464114163,3643.0397891821276,7612.77416859451,61446.59331629425,3979.0299784243616
63,72735.6042371163,1314.6032347823862,6999.975800674237,0.0,3193.17721471623,3636.7802118558157,13393.381203165147,66958.06722140498,4026.381756847797
64,72610.62779836034,1312.3444451238227,7101.8648597055,0.0,3190.334915252442,3630.531389918017,960.4010800940447,54257.967616925016,4077.9856515295833
65,72485.8660977702,1310.089536583597,7246.064596786426,0.0,3187.49514576607,3624.2933048885097,64149.57864742634,117147.07305490319,4120.429106268741
66,72361.31876637651,1307.8385024930587,7456.461377688757,0.0,3184.657904005143,3618.065938318826,80408.80922053933,132988.89343774784,4214.210826662224
67,72236.98543584385,1305.5913361950145,7626.156895748683,0.0,3181.8231877196868,3611.8492717921927,16684.022669554797,68875.88919953909,4319.698214403994
68,72112.86573846969,1303.3480310437112,7694.457469236142,0.0,3178.990994661737,3605.6432869234845,-39482.26537104877,12476.023464079946,4372.137121475891
69,71988.95930718328,1301.1085804048132,7749.449682803128,0.0,3176.1613225853257,3599.4479653591643,1154.3740965403254,52937.6244424982,4379.541410072976
70,71865.26577554463,1298.8729776553848,7840.196701144365,0.0,3173.3341692464865,3593.2632887772315,3477.1647168148834,55016.93147457484,4419.831880961196
71,71741.78477774335,1296.6412161838703,7915.3418689572345,0.0,3170.5095324032504,3587.0892388871675,-16886.869855241253,34423.88726928178,4461.445796788794
72,71618.51594859757,1329.5865718179987,7990.935801810317,0.0,3167.6874098156427,3580.925797429879,4476.27004136995,55535.86682795454,4489.783581139156
73,71495.38869532105,1327.3007335761286,8088.004010583174,0.0,3164.8646904738384,3574.7694347660527,9119.480228599747,59927.642211318016,4532.287843203572
74,71372.47312362291,1325.018825169726,8167.256249020421,0.0,3162.044486451082,3568.6236561811456,-16171.777993513511,34399.86401817482,4577.88789511221
75,71249.76886957817,1322.7408398425805,8221.920328422522,0.0,3159.22679550598,3562.4884434789087,-19702.45392355748,30678.21527314093,4602.723265629778
76,71127.27556988741,1320.4667708500956,8267.270273841463,0.0,3156.411615399133,3556.3637784943708,-26867.51785772743,23334.833027541637,4624.412246033273
77,71004.99286187586,1318.19661145927,8318.45766059777,0.0,3153.5989438931397,3550.249643093793,-12435.66614159568,37588.404780842364,4640.41908039384
78,70882.92038349225,1315.9303549486785,8394.081523838615,0.0,3150.7887787525906,3544.146019174613,2565.842927949272,52375.54694908019,4668.269685646832
79,70761.05777330772,1313.6679946084514,8421.680778743636,0.0,3147.981117744069,3538.0528886653865,-69010.82933333737,-19377.94175202027,4706.787412229076
80,70639.40467051484,1311.4095237402544,8432.521049693776,0.0,3145.175958636148,3531.970233525742,-17227.252037873415,32302.996119553223,4688.079747492273
81,70517.96071492643,1309.1549356572689,8529.922929219952,0.0,3142.3732991993907,3525.898035746322,34198.40396547614,83496.76750851981,4712.24797205982
82,70396.72554697457,1306.904223684173,8658.307080940376,0.0,3139.5731372063433,3519.836277348729,20211.614879927853,69206.04055351857,4777.679154204234
83,70275.69880770953,1304.65738115712,8798.780636714268,0.0,3136.7754704315407,3513.7849403854766,49120.70762617355,97810.34761733748,4832.060387857186
84,70154.88013879866,1339.5007619673406,8866.923312916091,0.0,3133.9802966514994,3507.744006939933,-64932.13118248777,-16536.028648877516,4910.629226713543
85,70034.19513457338,1337.1964653197235,8878.864598185148,0.0,3131.184303007899,3501.709756728669,-17516.820398002917,30774.159347237088,4894.2602660919365
86,69913.71774057015,1334.8961326736144,8919.846800024408,0.0,3128.3908038217332,3495.6858870285078,-30065.949655051925,18052.951570863836,4915.996891106126
87,69793.44759964434,1332.5997572098788,9051.502327650807,0.0,3125.5997968675624,3489.672379982217,90503.30437425549,138367.64393782523,4929.733774364169
88,69673.38435526566,1330.3073321211136,9171.73759102748,0.0,3122.8112799219325,3483.669217763283,-42727.0383112013,4799.392487862147,5038.428135368404
89,69553.5276515172,1328.0188506116258,9207.074250337973,0.0,3120.025250763371,3477.6763825758603,-10120.286597520779,37260.9390861392,5039.507233568387
90,69433.87713309424,1325.734305897413,9346.84066007999,0.0,3117.2417071723885,3471.6938566547124,81730.90788085024,128834.62127775885,5068.653206381132
91,69314.43244530336,1323.4536912061428,9512.021028475509,0.0,3114.4606469314754,3465.721622265168,20928.052787520377,67655.97897364013,5170.84927030532
92,69195.19323406127,1321.1769997771335,9607.48111077984,0.0,3111.682067825101,3459.7596617030636,-546.3484275906942,45925.68646100629,5223.058505379144
93,69076.15914589376,1318.9042248613332,9773.941918949902,0.0,3108.9059676397096,3453.807957294688,105715.3568618902,151876.26378946286,5259.69214957548
94,68957.32982793477,1316.6353597213,9919.66225015559,0.0,3106.132344163723,3447.8664913967386,-24213.97505816402,21573.353462999687,5379.70486133371
95,68838.7049279252,1314.3703976311822,9928.055543806468,0.0,3103.3611951875323,3441.93524639626,-57110.17594383077,-11452.68932232447,5393.495923397451
96,68720.28409421194,1351.1952114060384,9959.432219428996,0.0,3100.592518503504,3436.014204710597,3324.7269556774645,48812.86460755486,5384.9122882854135
97,68601.98893548382,1348.869262756193,10052.68396679862,0.0,3097.8227878841626,3430.099446774191,16849.07117249358,62099.38811189961,5422.19653186464
98,68483.89741014813,1346.5473179964408,10162.982561396977,0.0,3095.0555314395665,3424.1948705074064,24095.228387823063,69079.96058954578,5470.384927085033
99,68366.00916767017,1344.229370234483,10230.319896496003,0.0,3092.290746959558,3418.3004583835086,-33634.33548655424,11123.44083643239,5523.092372609983
100,68248.32385811865,1341.9154125898833,10288.290556268441,0.0,3089.5284322359544,3412.4161929059323,13230.063068071757,57816.43735094741,5529.798981242784
101,68130.8411321646,1339.6054381940498,10408.144776232408,0.0,3086.768585062544,3406.5420566082303,40378.84243573662,84693.77113638911,5574.851575414868
102,68013.56064108048,1337.299440190215,10584.62873717638,0.0,3084.0112032350876,3400.678032054024,81136.48391929395,125100.95572266169,5642.471425057054
103,67896.48203673899,1334.9974117334139,10742.963362529363,0.0,3081.256284551315,3394.82410183695,19651.64693958217,63252.487911766395,5741.5999039037415
104,67779.60497161212,1332.6993459904652,10858.050795357049,0.0,3078.5038268109224,3388.9802485806063,30282.339697743242,73612.84998473432,5790.860467882012
105,67662.92909877008,1330.4052361399495,10985.92740525072,0.0,3075.753827815571,3383.146454938504,35419.47484468256,78458.55737815052,5848.613641157368
106,67546.45407188027,1328.1150753721893,11071.843068947994,0.0,3073.0062853688887,3377.322703594014,-18968.06667128535,23818.87783615943,5909.222431152411
107,67430.17954520631,1325.8288568892306,11143.379369395077,0.0,3070.2611972764603,3371.5089772603155,18660.634990235078,61253.50249531027,5926.333639310047
108,67314.10517360695,1364.7266068969882,11351.135430707114,0.0,3067.518561345836,3365.7052586803475,143459.02858685184,185644.45396302827,5979.593939800223
109,67198.14839101044,1362.375698331072,11579.719756076,0.0,3064.7746254254243,3359.9074195505223,44540.237954479555,86243.45252255723,6128.156323549745
110,67082.39135816024,1360.0288394928136,11720.476088802528,0.0,3062.033143991983,3354.119567908012,39756.95522986425,81146.47994209267,6196.209005736484
111,66966.83373096293,1357.6860234060616,11800.03506880261,0.0,3059.2941148499376,3348.3416865481468,-27551.020038784965,13591.682405460626,6258.77439311058
112,66851.4751659179,1355.3472431066818,11854.555245688794,0.0,3056.557535805684,3342.5737582958955,10281.70922300842,51256.68889249675,6267.461713532524
113,66736.31532011623,1353.0124916425368,11945.032291512225,0.0,3053.8234046675757,3336.815766005812,15624.508068655123,56365.40805411339,6306.731380829813
114,66621.3538512397,1350.6817620734648,12020.544003282108,0.0,3051.0917192459283,3331.0676925619855,-7012.203931828008,33506.08702897467,6349.677713273544
115,66506.5904175598,1348.355047471259,12072.82476842834,0.0,3048.3624773530164,3325.32952087799,-11604.02000120079,28733.656404563226,6374.0421976651705
116,66392.02467793666,1346.032340919649,12151.439963268991,0.0,3045.6356768030714,3319.601233896833,24617.816427721868,64751.84656924568,6395.2853215243085
117,66277.65629181809,1343.7136355142761,12198.879976090451,0.0,3042.91131541228,3313.8828145909047,-48113.87609059273,-8179.801092692651,6444.193552310098
118,66163.48491923852,1341.3989243626763,12319.845425104315,0.0,3040.189390998782,3308.174245961926,112123.84044974424,151840.3586617401,6437.358720814984
119,66049.51022081802,1339.0882005842595,12577.978925426874,0.0,3037.469901382669,3302.475511040901,115802.20298769222,155034.6494926,6560.051177475572
120,65935.7318577613,1380.1590808952585,12806.724457705592,0.0,3034.7528443859815,3296.7865928880656,78283.12935718005,117012.49341304507,6687.944826021412
121,65822.06288254417,1377.7797751085207,12954.487611388351,0.0,3032.034228252493,3291.1031441272085,20383.361790787043,58769.55886270851,6780.461051746126
122,65708.5898653541,1375.4045710924445,13049.126129983122,0.0,3029.318047531066,3285.429493267705,15665.827734975102,53809.330029891804,6825.809328563053
123,65595.312468372,1373.033461775841,13156.567009953555,0.0,3026.604300039991,3279.7656234185997,36061.064468759825,73952.82751759514,6867.5790243486845
124,65482.23035436118,1370.6664400997101,13270.632055972981,0.0,3023.8929835995127,3274.111517718059,24104.788653592004,61722.335909610614,6925.380100952301
125,65369.3431866663,1368.303499017222,13420.81455848678,0.0,3021.1840960318273,3268.467159333315,79475.81701184959,116791.93180498574,6974.459080661007
126,65256.65062921243,1365.9446314936947,13512.183338706962,0.0,3018.477635161084,3262.832531460622,-44980.92072112341,-7949.145736853592,7065.4375081202525
127,65144.15234650396,1363.5898305065737,13589.721096443387,0.0,3015.773598813378,3257.207617325198,63201.823047034806,100061.81026408076,7057.872986369475
128,65031.84800362371,1361.2390890454108,13671.724668500397,0.0,3013.0719848167564,3251.5924001811854,-38976.23762029634,-2377.4803978512064,7135.462638634824
129,64919.73726623182,1358.8924001118435,13701.516377402913,0.0,3010.3727910012085,3245.986863311591,1359.2889183408674,37831.1458506491,7131.111902096032
130,64807.81980056486,1356.549756719574,13787.226499502676,0.0,3007.6760151986687,3240.3909900282433,27840.021096637458,64096.18139831722,7159.816237435938
131,64696.09527343475,1354.2111518943482,13914.02598304197,0.0,3004.9816552430134,3234.804763671738,50690.479310843235,86668.32202432677,7210.22900610014
132,64584.56335222783,1397.5647024249538,13989.901861724376,0.0,3002.289708970059,3229.2281676113917,-31927.699534364536,3757.3714561183006,7280.50792101421
133,64473.132482364206,1395.1534164705595,14041.273612837722,0.0,2999.595930112336,3223.6566241182104,21793.785407130832,57325.65404634271,7281.584259613497
134,64361.893869568135,1392.7462908244102,14088.356258459125,0.0,2996.904568224739,3218.094693478407,-36540.49535498847,-1199.3513257624581,7324.648029355446
135,64250.847182129175,1390.3433183085242,14148.017885597823,0.0,2994.21562113866,3212.542359106459,36925.68180455853,72109.35129120294,7322.058511333307
136,64139.992088909254,1387.9444917573053,14374.192864744353,0.0,2991.5290866874416,3206.999604445463,161831.16864225746,196629.13307125494,7381.361612277222
137,64029.32825934158,1385.5498040175203,14541.114820962244,0.0,2988.844962706366,3201.466412967079,-32284.632699029924,2090.733148695901,7536.986410962545
138,63918.85536342975,1383.1592479482779,14641.171385425663,0.0,2986.1632470326604,3195.942768171488,82599.81802806845,116774.1923002433,7538.044442676794
139,63808.57307174668,1380.7728164210066,14860.977833580608,0.0,2983.4839375054908,3190.4286535873343,110756.08819906508,144516.69691875018,7632.30111096715
140,63698.48105543367,1378.3905023194354,15031.713899771987,0.0,2980.807031965963,3184.924052771684,25223.532794530474,58599.077446475625,7747.100916659445
141,63588.57898619945,1376.01229853957,15066.01740172774,0.0,2978.132528257119,3179.4289493099727,-50837.17522716639,-17639.07767517492,7790.8902563735755
142,63478.866536319125,1373.6381979896744,15016.116609890485,0.0,2975.460424223938,3173.9433268159564,-74706.63238675868,-41539.54274017364,7772.618330814032
143,63369.34337863325,1371.2681935902467,15115.146945556902,0.0,2972.7907177133297,3168.467168931663,126073.78230500333,159076.04597532563,7739.406682518806
144,63260.009186546864,1417.0240214093476,15194.714384777071,0.0,2970.12340657414,3163.0004593273434,-96734.91990893875,-64086.44680272974,7866.6738082499505
145,63150.767552437464,1414.5770091236784,15145.020124345336,0.0,2967.453973784082,3157.538377621873,-27618.281343176637,5035.9080965816975,7811.988627804156
146,63041.71456412146,1412.1342225032313,15191.359721011971,0.0,2964.7869401776416,3152.0857282060733,17567.907146672544,50075.19069426134,7814.06440463374
